mean,median,std,variance,min,max,amplitude,skewness,kurtosis,energy,rms,mean_abs_diff,var_diff,autocorr_lag1,shannon_entropy,shannon_entropy_norm,unique_symbols,idioma,nome_idioma,length
93.9662089183768,101.0,108.01166280795178,11666.519302538672,10.0,8217.0,8207.0,65.64759487593302,4932.790147847012,132835663.0,143.16482710858386,38.065123456790126,23240.305531169022,0.004112807130832381,3.264404708972397,0.7290951840872025,88,fr,Francês,6481
103.1875167425663,102.0,258.7717566831161,66962.82205686584,10.0,8364.0,8354.0,29.721043019358984,932.3152655596117,579439886.0,278.5865855858161,53.105291359678496,130545.67915824194,0.025367458231316836,3.254502517121293,0.7067062422630104,100,fr,Francês,7466
96.37090981644054,101.0,202.36645832607041,40952.183455437196,10.0,8217.0,8207.0,38.65083162754359,1547.563486728041,251800553.0,224.14177592382399,43.39193773697865,81660.36856421361,0.003176930789415778,3.3400711082500307,0.7498452379452587,86,fr,Francês,5012
99.19994019734875,101.0,272.1154655000963,74046.8265643341,10.0,8217.0,8207.0,29.09923753529589,864.9794748825655,841642833.0,289.6333107560173,54.24401913875598,147666.80940416505,0.0029813062494970528,3.334621554743665,0.7429030289086793,89,fr,Francês,10033
91.77397260273973,101.0,40.26925992835393,1621.6132951773318,10.0,380.0,370.0,0.7767677747178924,4.570608830871477,49858790.0,100.22013441652209,35.26153536167641,2802.970153952872,0.13590260887571498,3.2556357150392605,0.7429520599619887,80,fr,Francês,4964
98.92041817793898,105.0,244.43678631487302,59749.3425039429,10.0,8721.0,8711.0,32.80671351689917,1105.8398045009085,651817262.0,263.69412514586145,46.87303958177745,119272.91805540585,0.0019952885406491023,3.1427890608878877,0.691742273284242,94,fr,Francês,9374
113.67866890615159,101.0,429.7294458625709,184667.39664135227,10.0,8217.0,8207.0,18.651477678004863,348.7285446808799,3764489184.0,444.51123316022813,80.5686315678967,368453.8378520897,0.002437410164301995,3.301234787502303,0.7392079504978364,87,fr,Francês,19052
103.51423390752493,102.0,291.88424028177064,85196.40972486642,10.0,8217.0,8207.0,27.25196215763261,754.4565599311501,528952509.0,309.69599020059684,56.10754443235401,170402.2493557468,0.00012113321270975792,3.2655570158271767,0.7350468959400065,85,fr,Francês,5515
121.38259564891223,103.0,726.1467358961808,527289.0820526776,10.0,31098.0,31088.0,33.77843483519215,1289.9723827001185,2890065658.0,736.2219886550148,71.81560682798724,480527.4576664291,0.5444268179692502,3.2495143972885763,0.7276267918981587,87,fr,Francês,5332
227.96697401508803,103.0,1991.476922038823,3965980.3310132246,10.0,39640.0,39630.0,15.96416518285476,263.87582937722664,23967067409.0,2004.482295320869,106.09221998658619,1279523.6106548747,0.8387145165961115,3.260139089210546,0.6949258871975738,109,fr,Francês,5965
123.69616519174042,101.0,497.2000085385179,247207.84849070228,10.0,8217.0,8207.0,16.11450944031065,259.32642286382577,1334856179.0,512.3559209903254,93.88414634146342,491395.2299128768,0.006303517442006483,3.29877416759171,0.7485782466490531,82,fr,Francês,5085
97.10482810445238,101.0,196.7484986666525,38709.97172758176,9.0,8217.0,8208.0,39.623251874722904,1632.0376343308335,256245597.0,219.40674412783443,44.304208944006014,77290.93364948571,0.001852799146221608,3.2406282146334506,0.7313839325244574,84,fr,Francês,5323
100.51471483661457,105.0,204.1479069402697,41676.36790809302,10.0,8217.0,8207.0,38.26703316697114,1518.3649231014379,255117970.0,227.55125973454633,46.524766544863986,83065.41147814284,0.0036486907102761695,3.1618491555893926,0.7236267057871374,79,fr,Francês,4927
177.70672296200064,103.0,1456.796258730572,2122255.3394513917,10.0,38271.0,38261.0,20.964393520898852,473.5651112590972,13263316046.0,1467.5949777909725,110.13009582588923,1049239.3062778893,0.7528408873584085,3.250917922273724,0.7122414386243987,96,fr,Francês,6158
96.6918158567775,105.0,109.33933914156853,11955.09108391494,10.0,8217.0,8207.0,65.48999225440542,4859.897127526735,133280316.0,145.960262871769,37.98577138289369,23793.299264601108,0.005044508763838474,3.1045420785017295,0.714705604188157,77,fr,Francês,6256
105.8286686516376,104.0,312.34138350555287,97557.13985016286,10.0,8722.0,8712.0,25.622368228307003,665.2965547629653,1278436736.0,329.78303012547656,58.552322613578355,195066.05221944078,0.0003314881481559481,3.203534127854452,0.7173309532439643,87,fr,Francês,11755
