idioma,nome_idioma,energy_mean,energy_variance,energy_min,energy_max,energy_amplitude,spectral_skewness,spectral_kurtosis,mean_interband_diff,var_interband_diff,spectral_entropy,spectral_entropy_norm,effective_scales,spectral_flatness,energy_cdf_50,energy_cdf_80,length
ar,Árabe,1.3877787807814457e-17,0.7642366247768074,0.10293700473682842,0.8709291335498589,0.8725627072525421,0.9998355500767648,0.999778049173517,0.7517160488532957,0.7627470528806148,0.20359168350394596,0.20359168350394594,0.0469519822676748,0.14342294021103824,0.0,0.0,0.007962025141784762
ar,Árabe,1.3877787807814457e-17,0.7601033416459742,0.14577749659177014,0.8685169465376031,0.8688911029467269,0.9998905959154657,0.9998522227913481,0.7388558946530885,0.7588962928143325,0.2078261469493451,0.20782614694934506,0.04825257844601827,0.14950423521341244,0.0,0.0,0.0041672991210034704
ar,Árabe,1.0408340855860843e-17,0.75037008749941,0.145699943068485,0.8627736818478602,0.863294459145656,0.9998913685433686,0.9998533111423367,0.7315686250123311,0.7461088442215846,0.21615128866101152,0.21615128866101144,0.050856593666304586,0.1559926313537115,0.0,0.0,0.02968165698436573
ar,Árabe,1.0408340855860843e-17,0.6686354464806302,0.2052334215336566,0.8129627430951951,0.8129000920380858,0.999771246200703,0.9996906611602223,0.7066332656524342,0.6672622715054155,0.28540077633804034,0.2854007763380403,0.07513276936448944,0.209788650537381,0.0,0.16666666666666666,0.00850018628655011
ar,Árabe,1.3877787807814457e-17,0.21902447693411187,0.07683625148096244,0.42208750793628624,0.43579710977197594,0.8252024243042008,0.743762364601459,0.5048156286140525,0.1179560898383299,0.5986729503027356,0.5986729503027354,0.27254035414999683,0.3093023802478021,0.047619047619047616,0.4666666666666667,0.02167823483144518
ar,Árabe,1.0408340855860843e-17,0.11895744019766837,0.626900678545644,0.3284336220250227,0.32754666245960673,0.9972866951843223,0.9963123568866192,0.30456931938994025,0.11197852748549443,0.8117243041250798,0.8117243041250798,0.5550636493998893,0.7209022507762978,0.38095238095238093,0.7333333333333333,0.09307428003698134
ar,Árabe,1.3877787807814457e-17,0.7528673390525121,0.13193747359084912,0.8642098014760937,0.8651185604800563,0.9997474879704656,0.9996580909293544,0.7358145044382026,0.7412679655818132,0.2128379335294564,0.21283793352945637,0.049812682771764025,0.15047028302617055,0.0,0.0,0.002014654541942079
ar,Árabe,1.3877787807814457e-17,0.7520962988944484,0.13050316313527105,0.8637738503459996,0.8647377512048194,0.9998167927793117,0.9997526142886111,0.7370310475254525,0.7541002729309425,0.21390738728926795,0.21390738728926786,0.050148532148444364,0.15175926861702926,0.0,0.0,0.004802053291752345
ar,Árabe,1.3877787807814457e-17,0.7605139969818078,0.157328835548527,0.8687618579265546,0.8687739457121867,0.9999024895921165,0.9998683103382724,0.7311164947567117,0.7590411113248767,0.20759266748471966,0.20759266748471958,0.04818044998252925,0.14969018687865193,0.0,0.0,0.05086312768218135
ar,Árabe,1.0408340855860843e-17,0.8002913616412177,0.09954168150216194,0.8918563592700466,0.8930690011413518,0.9999072305876181,0.9998748708906839,0.7488482691141825,0.8016863331139162,0.17344021903746248,0.17344021903746246,0.0381382666411231,0.12228121520903433,0.0,0.0,0.0995736107853013
ar,Árabe,1.3877787807814457e-17,0.7405515409284381,0.11708991366419133,0.8569377576564063,0.8584866212042969,0.9998759867775489,0.9998327267530959,0.726545878390571,0.7423217799174354,0.22432534347282207,0.224325343472822,0.05347518093834712,0.16138147345879028,0.0,0.03333333333333333,0.0510563137341484
ar,Árabe,1.0408340855860843e-17,0.7014058153859954,0.1634282288270142,0.8332154016462187,0.8339322384171605,0.9995881132952587,0.9994411362459,0.7082939671158849,0.6823922627270285,0.2560844204478069,0.2560844204478069,0.06425864576349911,0.18308596324242554,0.0,0.1,0.01869765002966786
ar,Árabe,1.3877787807814457e-17,0.6636311152029523,0.1857396716562547,0.8097721284067416,0.810390242167609,0.9995965659389432,0.999453570030745,0.6898251660008752,0.6479483152138656,0.2886391638451969,0.28863916384519683,0.07639158216644114,0.20960173773966623,0.0,0.16666666666666666,0.0011729153155142225
ar,Árabe,1.0408340855860843e-17,0.765828173861808,0.12139554072526125,0.8718740159200536,0.8729151190159848,0.9998767141892133,0.9998335671759662,0.7405170478331463,0.7670081685218304,0.2027243523027722,0.20272435230277217,0.04668754819371493,0.14465203051819747,0.0,0.0,0.011784349169989938
ar,Árabe,1.3877787807814457e-17,0.7702741951592253,0.1327091795663904,0.8744812195902589,0.8751082535030945,0.9998963109626455,0.9998599942778599,0.7420838635110594,0.7703200333009759,0.1991486801701538,0.19914868017015372,0.04560437647603184,0.14268575175963477,0.0,0.0,0.02165063682402131
ar,Árabe,1.3877787807814457e-17,0.26884923891345897,0.10986334194728914,0.4913687377994307,0.5023208456992575,0.9214251819301216,0.8862534684581228,0.5737115511870984,0.17487758889459995,0.5823153157912886,0.5823153157912885,0.25722374467120945,0.3346761930106579,0.047619047619047616,0.43333333333333335,0.005892174584994969
ar,Árabe,1.3877787807814457e-17,0.5660008368785305,0.21878421217106453,0.7457027228716779,0.7469116561347017,0.9988499872998826,0.9984350367883378,0.6883902331556705,0.5660951979378831,0.3706646218361569,0.3706646218361568,0.11255183711423065,0.2729031483058192,0.0,0.36666666666666664,0.016407015413487144
ar,Árabe,1.0408340855860843e-17,0.7370255137601646,0.13971509415552608,0.8548411904085889,0.8557455816235304,0.9999013121294069,0.9998667724572889,0.7191127933000669,0.7355616165309725,0.2276576773918469,0.2276576773918468,0.054560624097115276,0.16532741861362382,0.0,0.03333333333333333,0.1965254108653355
ar,Árabe,1.3877787807814457e-17,0.7377844178555065,0.14305686747592672,0.8552376291567005,0.8560290983348194,0.9997000306583494,0.9995938985661922,0.7277031029143292,0.7279843632690457,0.22538564568718183,0.22538564568718175,0.05381941799216437,0.1593220726882662,0.0,0.03333333333333333,0.002207840593909119
ar,Árabe,1.3877787807814457e-17,0.6534159290565609,0.16262033710209756,0.8031829996260084,0.8046789364866805,0.9990876276919183,0.9987636198797658,0.6839469927410786,0.6357706939077359,0.29433994195125784,0.2943399419512578,0.07863645918481073,0.20578921253237897,0.0,0.13333333333333333,0.004153500117291542
ar,Árabe,1.3877787807814457e-17,0.659096583187863,0.1733487787666555,0.80685371927949,0.8079269097559262,0.9993724592279982,0.999150399145509,0.6733897884581224,0.6454913840166275,0.29107874807910344,0.2910787480791034,0.07734771649617388,0.20743660030196082,0.0,0.13333333333333333,0.05391270750251832
